date,open,close,high,low,vol,amount(thousand),amplitude(%),pct_chg(%),change,换手率(%)
2020-06-09,58.02,64.77,67.64,53.7,144529,1179984.63,58.84,173.41,41.08,79.83
2020-06-10,61.92,59.94,64.55,58.34,97664,852911.26,9.59,-7.46,-4.83,53.94
2020-06-11,61.13,66.56,72.6,60.69,90899,851335.01,19.87,11.04,6.62,50.21
2020-06-12,65.02,67.88,71.92,64.45,71539,689454.52,11.22,1.98,1.32,39.51
2020-06-15,66.56,65.32,66.57,62.63,53183,487373.74,5.8,-3.77,-2.56,29.38
2020-06-16,65.14,61.63,66.92,61.29,50351,450170.05,8.62,-5.65,-3.69,27.81
2020-06-17,61.99,66.45,66.63,58.58,68587,611082.45,13.06,7.82,4.82,37.88
2020-06-18,73.34,71.83,78.31,71.46,77069,808111.74,10.31,8.1,5.38,42.57
2020-06-19,74.06,80.65,83.92,74.06,67116,747252.15,13.73,12.28,8.82,37.07
2020-06-22,78.7,83.34,85.4,75.76,58718,665736.82,11.95,3.34,2.69,32.43
2020-06-23,79.77,79.06,81.12,76.95,46428,518115.18,5.0,-5.14,-4.28,25.64
2020-06-24,79.44,76.2,81.06,76.07,33552,369724.24,6.31,-3.62,-2.86,18.53
2020-06-29,76.14,79.14,79.99,74.14,33451,368799.66,7.68,3.86,2.94,18.48
2020-06-30,79.06,77.92,81.19,76.28,25693,284579.82,6.2,-1.54,-1.22,14.19
2020-07-01,79.06,79.59,83.92,78.04,39600,452958.25,7.55,2.14,1.67,21.87
2020-07-02,78.34,74.42,79.06,74.24,34507,371825.53,6.06,-6.5,-5.17,19.06
2020-07-03,74.64,71.14,75.48,70.4,36332,370895.09,6.83,-4.41,-3.28,20.07
2020-07-06,70.34,74.13,75.09,68.49,42792,440191.08,9.28,4.2,2.99,23.64
2020-07-07,74.1,74.77,77.59,72.05,41380,441137.27,7.47,0.86,0.64,22.86
2020-07-08,73.93,73.45,74.72,72.13,27498,285779.95,3.46,-1.77,-1.32,15.19
2020-07-09,74.05,77.63,78.34,73.2,40890,440103.64,7.0,5.69,4.18,22.59
2020-07-10,76.92,75.49,77.13,74.92,22576,243134.82,2.85,-2.76,-2.14,12.47
2020-07-13,75.14,76.6,77.62,73.99,32579,349003.38,4.81,1.47,1.11,17.99
2020-07-14,76.93,79.14,81.4,76.05,46277,517900.02,6.98,3.32,2.54,25.56
2020-07-15,78.34,69.78,78.34,69.06,41575,426161.28,11.73,-11.83,-9.36,22.96
2020-07-16,69.77,65.13,71.55,64.99,22906,222877.71,9.4,-6.66,-4.65,12.65
2020-07-17,66.17,65.82,67.02,65.22,11507,107698.91,2.76,1.06,0.69,6.36
2020-07-20,66.82,64.77,67.54,62.56,13241,121122.94,7.57,-1.6,-1.05,7.31
2020-07-21,65.42,65.6,66.42,64.49,9996,92773.08,2.98,1.28,0.83,5.52
2020-07-22,64.45,65.18,66.43,64.23,10710,99187.2,3.35,-0.64,-0.42,5.92
2020-07-23,64.42,63.8,65.92,62.67,13294,120671.77,4.99,-2.12,-1.38,7.34
2020-07-24,64.32,59.63,64.32,59.34,14772,129488.85,7.81,-6.54,-4.17,8.16
2020-07-27,60.21,61.09,61.86,58.47,10822,92503.73,5.69,2.45,1.46,5.98
2020-07-28,61.17,64.99,66.06,61.17,15678,143378.54,8.0,6.38,3.9,8.66
2020-07-29,64.14,65.93,66.83,63.42,14661,136257.22,5.25,1.45,0.94,8.1
2020-07-30,66.56,69.61,70.02,65.5,19486,188705.58,6.86,5.58,3.68,10.76
2020-07-31,69.69,70.28,73.18,68.34,17571,176031.62,6.95,0.96,0.67,9.71
2020-08-03,70.33,73.13,74.63,70.33,18120,187500.97,6.12,4.06,2.85,10.01
2020-08-04,72.82,71.12,74.27,69.15,11961,121111.6,7.0,-2.75,-2.01,6.61
2020-08-05,70.74,70.14,71.88,69.31,9787,97144.52,3.61,-1.38,-0.98,5.41
2020-08-06,70.52,70.75,71.75,69.54,8988,90125.09,3.15,0.87,0.61,4.96
2020-08-07,70.92,67.99,70.92,66.63,11532,111371.11,6.06,-3.9,-2.76,6.37
2020-08-10,67.97,72.27,72.61,67.52,14931,150955.1,7.49,6.3,4.28,8.25
2020-08-11,72.0,72.71,76.62,72.0,18692,198118.79,6.39,0.61,0.44,10.32
2020-08-12,72.58,69.77,72.63,67.35,13933,136208.3,7.26,-4.04,-2.94,7.7
2020-08-13,70.41,68.92,70.49,67.63,8939,87542.01,4.1,-1.22,-0.85,4.94
2020-08-14,70.27,66.74,70.34,64.63,11765,111447.52,8.28,-3.16,-2.18,6.5
2020-08-17,66.58,76.49,78.74,66.58,26189,274726.7,18.22,14.61,9.75,14.47
2020-08-18,74.68,77.21,78.77,74.2,20365,221207.27,5.97,0.94,0.72,11.25
2020-08-19,77.22,75.27,81.03,73.7,16157,176757.44,9.49,-2.51,-1.94,8.92
2020-08-20,74.91,77.33,80.13,74.61,15434,169406.04,7.33,2.74,2.06,8.52
2020-08-21,76.97,79.03,81.11,74.85,18175,202386.01,8.1,2.2,1.7,10.04
2020-08-24,78.34,75.49,80.84,74.49,18075,197433.62,8.03,-4.48,-3.54,9.98
2020-08-25,74.8,74.6,76.2,72.13,12012,125845.1,5.39,-1.18,-0.89,6.63
2020-08-26,73.73,73.49,74.47,71.55,6456,66554.37,3.91,-1.49,-1.11,3.57
2020-08-27,74.0,73.12,75.4,71.92,7648,80045.31,4.74,-0.5,-0.37,4.22
2020-08-28,71.92,74.88,75.47,70.84,7633,79594.7,6.33,2.41,1.76,4.22
2020-08-31,74.71,74.59,76.77,74.17,4576,48686.61,3.47,-0.39,-0.29,2.53
2020-09-01,74.59,80.24,80.24,73.83,15391,170111.26,8.59,7.57,5.65,8.5
2020-09-02,78.81,79.78,83.13,78.81,8363,95275.43,5.38,-0.57,-0.46,4.62
2020-09-03,79.26,79.96,82.63,78.34,8172,93126.06,5.38,0.23,0.18,4.51
2020-09-04,79.07,76.75,79.89,75.85,7811,85979.84,5.05,-4.01,-3.21,4.31
2020-09-07,76.41,78.42,84.6,76.41,15873,183057.36,10.67,2.18,1.67,8.77
2020-09-08,79.06,79.28,84.26,77.45,14408,164820.89,8.68,1.1,0.86,7.96
2020-09-09,79.04,75.49,80.98,75.04,11055,120407.6,7.49,-4.78,-3.79,6.11
2020-09-10,76.89,70.99,78.32,70.47,12174,128146.65,10.4,-5.96,-4.5,6.72
2020-09-11,70.51,72.02,72.76,68.17,9795,97960.49,6.47,1.45,1.03,5.41
2020-09-14,73.34,76.2,77.42,71.59,8182,87746.35,8.09,5.8,4.18,4.52
2020-09-15,76.18,75.6,77.24,74.13,5956,63593.66,4.08,-0.79,-0.6,3.29
2020-09-16,74.88,73.36,75.94,72.48,5287,55217.45,4.58,-2.96,-2.24,2.92
2020-09-17,72.64,75.0,76.23,72.07,7585,79840.75,5.67,2.24,1.64,4.19
2020-09-18,75.0,76.69,78.19,74.42,7487,80659.91,5.03,2.25,1.69,4.14
2020-09-21,75.57,73.34,75.77,72.27,5543,57875.98,4.56,-4.37,-3.35,3.06
2020-09-22,72.52,73.02,75.2,71.92,4935,51525.56,4.47,-0.44,-0.32,2.73
2020-09-23,73.92,77.42,77.99,73.2,10459,113538.68,6.56,6.03,4.4,5.78
2020-09-24,77.11,76.07,78.34,75.13,4954,53587.68,4.15,-1.74,-1.35,2.74
2020-09-25,76.35,74.75,77.27,73.42,3986,42191.01,5.06,-1.74,-1.32,2.2
2020-09-28,74.94,71.92,74.94,71.44,4648,47883.6,4.68,-3.79,-2.83,2.57
2020-09-29,72.62,73.55,74.34,72.19,3017,31394.82,2.99,2.27,1.63,1.67
2020-09-30,73.99,71.34,73.99,71.28,4474,45829.94,3.68,-3.0,-2.21,2.47
2020-10-09,73.34,75.97,76.52,72.19,4618,48742.22,6.07,6.49,4.63,2.55
2020-10-12,76.19,76.82,77.28,74.65,6831,73799.69,3.46,1.12,0.85,3.77
2020-10-13,76.82,77.84,78.9,75.77,8230,90087.02,4.07,1.33,1.02,4.55
2020-10-14,77.56,78.34,80.27,76.67,7160,79628.19,4.62,0.64,0.5,3.95
2020-10-15,77.44,82.78,84.58,77.44,13907,162099.46,9.11,5.67,4.44,7.68
2020-10-16,82.88,81.8,83.19,80.59,5978,69149.1,3.14,-1.18,-0.98,3.3
2020-10-19,83.05,82.97,86.19,81.93,12349,146412.94,5.21,1.43,1.17,6.82
2020-10-20,82.84,85.63,86.2,80.18,12927,152682.41,7.26,3.21,2.66,7.14
2020-10-21,85.47,81.54,87.31,81.33,9696,115555.72,6.98,-4.78,-4.09,5.36
2020-10-22,80.8,79.7,82.19,79.49,7244,82534.01,3.31,-2.26,-1.84,4.0
2020-10-23,79.46,79.49,83.34,79.46,7531,86551.28,4.87,-0.26,-0.21,4.16
2020-10-26,79.16,80.14,81.81,77.92,6288,71330.91,4.89,0.82,0.65,3.47
2020-10-27,80.47,82.06,83.03,79.82,4303,49698.7,4.01,2.4,1.92,2.38
2020-10-28,81.74,81.18,82.37,79.9,3667,41967.26,3.01,-1.07,-0.88,2.03
2020-10-29,80.62,79.97,83.34,79.7,7172,82743.26,4.48,-1.49,-1.21,3.96
2020-10-30,78.74,72.06,78.74,70.95,18560,196286.72,9.74,-9.89,-7.91,10.25
2020-11-02,72.85,74.97,75.44,70.51,8822,91626.75,6.84,4.04,2.91,4.87
2020-11-03,75.04,80.94,81.51,75.04,11207,125783.44,8.63,7.96,5.97,6.19
2020-11-04,81.21,79.74,83.02,78.76,6529,74177.56,5.26,-1.48,-1.2,3.61
2020-11-05,82.41,80.49,82.41,78.19,3874,43787.81,5.29,0.94,0.75,2.14
